,Fan,Refrigerator,AirConditioner,Television,Monitor,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
32752,15,22.0,1.0,7.0,12.0,6,Ahmedabad,GE T&D India Limited,642,7.9,5071.8
32753,19,23.0,3.0,15.0,1.0,4,Ratnagiri,Power Grid Corp,562,7.4,4158.8
32754,12,22.0,1.0,20.0,1.0,11,Faridabad,JSW Energy Ltd.,438,8.1,3547.8
32755,20,22.0,3.0,22.0,1.0,3,Dahej,CESC,578,7.6,4392.8
32756,15,22.0,2.0,3.0,1.0,2,Pune,Torrent Power Ltd.,368,9.1,3348.8
32757,6,22.0,0.0,15.0,7.0,8,Ratnagiri,Guj Ind Power,471,7.4,3485.4
32758,10,17.0,3.0,4.0,1.0,1,Nagpur,Reliance Power,480,8.9,4272.0
32759,17,22.0,1.0,17.0,1.0,4,Hyderabad,Reliance Power,619,8.4,5199.6
32760,22,23.0,2.0,14.0,1.0,7,Shimla,JSW Energy Ltd.,669,7.7,5151.3
32761,14,23.0,1.0,9.0,1.0,6,Faridabad,Jyoti Structure,479,8.1,3879.9
32762,23,23.0,2.0,19.0,1.0,5,Kolkata,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,783,8.7,6812.099999999999
32763,17,23.0,1.0,6.0,12.0,5,Ratnagiri,Reliance Power,710,7.4,5254.0
32764,22,22.0,2.0,12.0,1.0,9,Dahej,Neueon Towers / Sujana Towers Ltd.,680,7.6,5168.0
32765,15,23.0,2.0,16.0,12.0,5,Pune,SJVN Ltd.,651,9.1,5924.099999999999
32766,16,23.0,1.0,12.0,1.0,6,Mumbai,Kalpataru Power,431,9.2,3965.2
32767,8,18.0,2.0,15.0,1.0,4,Ahmedabad,NLC India,366,7.9,2891.4
32768,8,22.0,2.0,8.0,7.0,8,Shimla,Power Grid Corp,600,7.7,4620.0
32769,11,22.0,0.0,20.0,1.0,4,Gurgaon,Torrent Power Ltd.,575,8.3,4772.5
32770,20,22.0,2.0,15.0,12.0,3,Faridabad,Jyoti Structure,757,8.1,6131.7
32771,17,22.0,1.0,22.0,12.0,1,Gurgaon,Adani Power Ltd.,586,8.3,4863.8
32772,20,22.0,0.0,13.0,1.0,6,Dahej,Torrent Power Ltd.,602,7.6,4575.2
32773,21,22.0,2.0,12.0,1.0,1,Ratnagiri,Jaiprakash Power,642,7.4,4750.8
32774,13,23.0,2.0,10.0,1.0,11,Hyderabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),561,8.4,4712.400000000001
32775,23,22.0,2.0,22.0,1.0,3,Dahej,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",664,7.6,5046.4
32776,21,23.0,2.0,21.0,1.0,4,Hyderabad,Guj Ind Power,617,8.4,5182.8
32777,19,22.0,1.0,18.0,1.0,12,Ahmedabad,GE T&D India Limited,631,7.9,4984.900000000001
32778,10,17.0,2.0,3.0,1.0,9,Gurgaon,Sunil Hitech Eng,346,8.3,2871.8
32779,6,21.0,2.0,8.0,7.0,9,Kolkata,Tata Power Company Ltd.,424,8.7,3688.8
32780,17,22.0,2.0,8.0,1.0,1,Pune,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",412,9.1,3749.2
32781,18,22.0,1.0,6.0,1.0,7,Dahej,Unitech Power Transmission Ltd.,391,7.6,2971.6
32782,10,20.0,2.0,16.0,1.0,5,Kolkata,KEC International,442,8.7,3845.4
32783,6,20.0,2.0,6.0,1.0,3,New Delhi,NLC India,407,8.5,3459.5
32784,18,23.0,1.0,9.0,1.0,3,Faridabad,JSW Energy Ltd.,575,8.1,4657.5
32785,14,23.0,0.0,17.0,1.0,9,Shimla,Neueon Towers / Sujana Towers Ltd.,476,7.7,3665.2
32786,20,22.0,3.0,4.0,12.0,5,Kolkata,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,556,8.7,4837.2
32787,7,18.0,1.0,8.0,1.0,11,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,251,9.2,2309.2
32788,6,18.0,2.0,21.0,1.0,10,Hyderabad,GE T&D India Limited,561,8.4,4712.400000000001
32789,17,22.0,2.0,16.0,1.0,4,Hyderabad,NTPC Pvt. Ltd.,554,8.4,4653.6
32790,13,23.0,0.0,22.0,1.0,2,Dahej,Orient Green,526,7.6,3997.6
32791,5,23.0,1.0,8.0,1.0,1,Noida,NTPC Pvt. Ltd.,292,8.2,2394.4
32792,23,23.0,0.0,11.0,1.0,5,Gurgaon,TransRail Lighting,478,8.3,3967.400000000001
32793,12,22.0,2.0,15.0,1.0,11,Ratnagiri,KEC International,589,7.4,4358.6
32794,23,22.0,3.0,6.0,1.0,5,Vadodara,KEC International,418,7.8,3260.4
32795,6,21.0,3.0,14.0,1.0,10,Chennai,Sunil Hitech Eng,439,8.8,3863.2
32796,7,20.0,2.0,8.0,7.0,12,Dahej,Sunil Hitech Eng,564,7.6,4286.4
32797,6,17.0,3.0,12.0,1.0,2,Mumbai,Adani Power Ltd.,403,9.2,3707.6
32798,14,22.0,2.0,5.0,12.0,6,Gurgaon,Neueon Towers / Sujana Towers Ltd.,429,8.3,3560.7000000000003
32799,22,22.0,2.0,6.0,12.0,2,Nagpur,NLC India,595,8.9,5295.5
32800,17,23.0,3.0,3.0,1.0,9,Pune,Bonfiglioli Transmission Pvt. Ltd.,445,9.1,4049.5
32801,11,23.0,1.0,21.0,1.0,3,Noida,Unitech Power Transmission Ltd.,700,8.2,5739.999999999999
32802,10,20.0,0.0,18.0,1.0,6,Pune,Jyoti Structure,488,9.1,4440.8
32803,20,22.0,0.0,5.0,1.0,2,Mumbai,Torrent Power Ltd.,447,9.2,4112.4
32804,5,21.0,3.0,20.0,1.0,6,Kolkata,GE T&D India Limited,428,8.7,3723.6
32805,21,23.0,3.0,6.0,1.0,7,Mumbai,Jaiprakash Power,561,9.2,5161.2
32806,5,20.0,1.0,15.0,7.0,5,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,476,7.9,3760.4
32807,5,18.0,0.0,4.0,7.0,7,Faridabad,NHPC,361,8.1,2924.1
32808,9,22.0,0.0,15.0,1.0,10,Gurgaon,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,400,8.3,3320.0000000000005
32809,20,23.0,0.0,14.0,12.0,2,Hyderabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),598,8.4,5023.2
32810,7,20.0,1.0,10.0,1.0,8,Navi Mumbai,Guj Ind Power,394,9.3,3664.2
32811,23,23.0,2.0,8.0,12.0,2,Chennai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,721,8.8,6344.8
32812,19,22.0,2.0,4.0,1.0,1,Pune,Indowind Energy,444,9.1,4040.4
32813,22,23.0,1.0,8.0,1.0,8,Faridabad,SJVN Ltd.,532,8.1,4309.2
32814,23,22.0,1.0,10.0,1.0,1,Shimla,NLC India,660,7.7,5082.0
32815,15,22.0,1.0,7.0,1.0,9,Navi Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),527,9.3,4901.1
32816,17,23.0,2.0,5.0,1.0,3,New Delhi,Reliance Energy,620,8.5,5270.0
32817,14,22.0,1.0,13.0,1.0,10,Dahej,Sterlite Power Transmission Ltd,457,7.6,3473.2
32818,10,22.0,3.0,22.0,7.0,5,Ratnagiri,Orient Green,561,7.4,4151.400000000001
32819,15,23.0,1.0,8.0,1.0,7,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,480,8.5,4080.0
32820,9,17.0,2.0,7.0,1.0,5,Hyderabad,Power Grid Corp,424,8.4,3561.6000000000004
32821,7,20.0,3.0,15.0,1.0,9,Noida,L&T Transmission & Distribution,365,8.2,2992.9999999999995
32822,23,22.0,3.0,22.0,12.0,5,Faridabad,Adani Power Ltd.,883,8.1,7152.299999999999
32823,8,20.0,3.0,13.0,1.0,8,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",515,8.9,4583.5
32824,8,19.0,0.0,12.0,7.0,7,Chennai,Neueon Towers / Sujana Towers Ltd.,500,8.8,4400.0
32825,23,22.0,3.0,15.0,12.0,5,Mumbai,CESC,755,9.2,6945.999999999999
32826,10,17.0,0.0,5.0,1.0,7,Dahej,Optibelt Power Transmission India Private Limited,375,7.6,2850.0
32827,11,23.0,3.0,15.0,12.0,6,Noida,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,779,8.2,6387.799999999999
32828,15,23.0,1.0,8.0,1.0,1,Ratnagiri,Reliance Power,551,7.4,4077.4
32829,7,21.0,2.0,8.0,1.0,8,Noida,GE T&D India Limited,322,8.2,2640.4
32830,22,23.0,0.0,3.0,1.0,7,Shimla,Tata Power Company Ltd.,532,7.7,4096.400000000001
32831,15,22.0,2.0,12.0,1.0,3,New Delhi,TransRail Lighting,454,8.5,3859.0
32832,18,23.0,1.0,20.0,1.0,8,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,709,7.8,5530.2
32833,11,23.0,2.0,8.0,1.0,8,Ratnagiri,NHPC,467,7.4,3455.8
32834,7,20.0,0.0,16.0,7.0,2,Navi Mumbai,JSW Energy Ltd.,534,9.3,4966.200000000001
32835,9,19.0,0.0,17.0,1.0,5,Kolkata,TransRail Lighting,513,8.7,4463.099999999999
32836,15,22.0,3.0,4.0,12.0,11,Mumbai,KEC International,593,9.2,5455.599999999999
32837,19,23.0,0.0,9.0,1.0,9,Ratnagiri,CESC,587,7.4,4343.8
32838,12,23.0,3.0,17.0,12.0,7,Ahmedabad,Guj Ind Power,803,7.9,6343.700000000001
32839,22,22.0,3.0,21.0,1.0,3,Nagpur,Guj Ind Power,680,8.9,6052.0
32840,15,22.0,1.0,10.0,1.0,8,Chennai,Sterlite Power Transmission Ltd,525,8.8,4620.0
32841,9,20.0,0.0,13.0,7.0,4,Ratnagiri,Jaiprakash Power,461,7.4,3411.4
32842,18,22.0,0.0,22.0,1.0,12,Vadodara,CESC,658,7.8,5132.4
32843,9,17.0,3.0,17.0,1.0,10,Ratnagiri,Tata Power Company Ltd.,479,7.4,3544.6000000000004
32844,22,22.0,3.0,14.0,1.0,6,Dahej,Tata Power Company Ltd.,590,7.6,4484.0
32845,23,23.0,2.0,21.0,1.0,7,Mumbai,Orient Green,779,9.2,7166.799999999999
32846,5,19.0,3.0,14.0,7.0,4,Faridabad,SJVN Ltd.,558,8.1,4519.8
32847,10,23.0,0.0,11.0,1.0,1,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,315,9.2,2898.0
32848,13,22.0,2.0,4.0,12.0,2,Hyderabad,Power Grid Corp,523,8.4,4393.2
32849,14,23.0,1.0,20.0,12.0,1,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,820,8.7,7133.999999999999
32850,9,18.0,0.0,16.0,1.0,5,Chennai,JSW Energy Ltd.,342,8.8,3009.6000000000004
32851,19,22.0,2.0,19.0,1.0,9,Kolkata,Reliance Energy,687,8.7,5976.9
32852,16,22.0,3.0,8.0,1.0,12,Nagpur,Sterlite Power Transmission Ltd,401,8.9,3568.9
32853,14,23.0,0.0,10.0,1.0,11,New Delhi,Indowind Energy,484,8.5,4114.0
32854,17,22.0,2.0,3.0,1.0,5,Hyderabad,CESC,444,8.4,3729.6
32855,8,19.0,3.0,10.0,1.0,11,Nagpur,Orient Green,509,8.9,4530.1
32856,15,23.0,2.0,10.0,12.0,8,Navi Mumbai,Power Grid Corp,542,9.3,5040.6
32857,6,20.0,2.0,20.0,7.0,9,Vadodara,SJVN Ltd.,630,7.8,4914.0
32858,18,22.0,1.0,17.0,12.0,1,Kolkata,Guj Ind Power,738,8.7,6420.599999999999
32859,22,22.0,2.0,7.0,12.0,9,Faridabad,Neueon Towers / Sujana Towers Ltd.,532,8.1,4309.2
32860,19,23.0,1.0,10.0,12.0,9,Mumbai,Neueon Towers / Sujana Towers Ltd.,583,9.2,5363.599999999999
32861,9,18.0,1.0,17.0,1.0,6,Chennai,Kalpataru Power,488,8.8,4294.400000000001
32862,9,23.0,1.0,3.0,1.0,9,New Delhi,Indowind Energy,305,8.5,2592.5
32863,9,23.0,3.0,16.0,1.0,5,Gurgaon,Reliance Power,476,8.3,3950.8
32864,19,22.0,3.0,21.0,1.0,3,Gurgaon,NLC India,701,8.3,5818.3
32865,22,22.0,3.0,22.0,12.0,5,Chennai,Tata Power Company Ltd.,698,8.8,6142.400000000001
32866,5,22.0,0.0,5.0,7.0,5,Noida,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,515,8.2,4223.0
32867,7,17.0,3.0,5.0,1.0,10,Hyderabad,Jyoti Structure,403,8.4,3385.2000000000003
32868,21,22.0,3.0,11.0,12.0,3,Gurgaon,Neueon Towers / Sujana Towers Ltd.,735,8.3,6100.500000000001
32869,17,23.0,2.0,3.0,1.0,3,Shimla,Sterlite Power Transmission Ltd,434,7.7,3341.8
32870,11,22.0,2.0,18.0,1.0,6,Chennai,Orient Green,534,8.8,4699.200000000001
32871,8,22.0,0.0,7.0,7.0,6,Ahmedabad,Kalpataru Power,433,7.9,3420.7000000000003
32872,14,23.0,3.0,20.0,1.0,9,Dahej,NTPC Pvt. Ltd.,676,7.6,5137.599999999999
32873,11,23.0,3.0,12.0,1.0,12,Dahej,NTPC Pvt. Ltd.,584,7.6,4438.4
32874,15,22.0,3.0,10.0,1.0,2,Nagpur,Orient Green,613,8.9,5455.7
32875,14,22.0,1.0,14.0,1.0,10,Vadodara,Sunil Hitech Eng,600,7.8,4680.0
32876,22,22.0,1.0,5.0,1.0,10,Navi Mumbai,KEC International,399,9.3,3710.7
32877,22,22.0,1.0,11.0,1.0,5,Pune,SJVN Ltd.,542,9.1,4932.2
32878,23,23.0,1.0,4.0,1.0,1,Ahmedabad,NTPC Pvt. Ltd.,359,7.9,2836.1
32879,10,22.0,0.0,14.0,7.0,9,Mumbai,SJVN Ltd.,360,9.2,3311.9999999999995
32880,7,23.0,0.0,8.0,1.0,11,New Delhi,Bonfiglioli Transmission Pvt. Ltd.,271,8.5,2303.5
32881,14,22.0,0.0,15.0,1.0,6,Vadodara,Guj Ind Power,547,7.8,4266.599999999999
32882,10,19.0,1.0,4.0,7.0,6,Shimla,TransRail Lighting,513,7.7,3950.1
32883,15,22.0,3.0,12.0,1.0,9,Pune,Power Grid Corp,502,9.1,4568.2
32884,14,23.0,2.0,9.0,1.0,4,Pune,Power Grid Corp,373,9.1,3394.3
32885,11,22.0,2.0,17.0,1.0,10,Mumbai,Adani Power Ltd.,494,9.2,4544.799999999999
32886,8,22.0,3.0,19.0,1.0,6,Vadodara,Kalpataru Power,681,7.8,5311.8
32887,10,17.0,0.0,20.0,1.0,10,Faridabad,Indowind Energy,321,8.1,2600.1
32888,16,23.0,3.0,4.0,1.0,12,Pune,Torrent Power Ltd.,416,9.1,3785.6
32889,20,23.0,1.0,21.0,1.0,7,Ratnagiri,Guj Ind Power,613,7.4,4536.2
32890,23,22.0,1.0,8.0,12.0,11,Faridabad,NLC India,651,8.1,5273.099999999999
32891,11,22.0,2.0,22.0,1.0,3,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),557,8.9,4957.3
32892,13,23.0,2.0,4.0,1.0,9,Shimla,Adani Power Ltd.,355,7.7,2733.5
32893,19,23.0,3.0,7.0,1.0,9,Chennai,Torrent Power Ltd.,653,8.8,5746.400000000001
32894,9,19.0,3.0,14.0,1.0,6,Dahej,Neueon Towers / Sujana Towers Ltd.,424,7.6,3222.4
32895,11,23.0,0.0,9.0,1.0,9,Noida,Kalpataru Power,356,8.2,2919.2
32896,17,22.0,0.0,13.0,1.0,12,Kolkata,NHPC,478,8.7,4158.599999999999
32897,6,21.0,3.0,20.0,1.0,5,Kolkata,Torrent Power Ltd.,450,8.7,3915.0
32898,18,23.0,2.0,8.0,12.0,5,Ahmedabad,Unitech Power Transmission Ltd.,539,7.9,4258.1
32899,12,23.0,2.0,10.0,12.0,10,Navi Mumbai,Tata Power Company Ltd.,510,9.3,4743.0
32900,17,23.0,2.0,16.0,1.0,3,New Delhi,NLC India,523,8.5,4445.5
32901,10,22.0,1.0,22.0,1.0,12,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,589,8.9,5242.1
32902,9,19.0,1.0,10.0,7.0,1,Pune,Guj Ind Power,404,9.1,3676.4
32903,7,21.0,2.0,5.0,1.0,5,Noida,Tata Power Company Ltd.,475,8.2,3895.0
32904,20,22.0,2.0,10.0,1.0,4,Hyderabad,Indowind Energy,648,8.4,5443.2
32905,17,22.0,2.0,5.0,1.0,8,Kolkata,Optibelt Power Transmission India Private Limited,540,8.7,4698.0
32906,14,23.0,1.0,10.0,1.0,8,Nagpur,L&T Transmission & Distribution,411,8.9,3657.9
32907,20,22.0,2.0,22.0,1.0,7,Ratnagiri,Optibelt Power Transmission India Private Limited,775,7.4,5735.0
32908,21,23.0,0.0,7.0,1.0,5,Kolkata,JSW Energy Ltd.,455,8.7,3958.5
32909,20,23.0,2.0,8.0,1.0,3,Chennai,Jyoti Structure,672,8.8,5913.6
32910,16,22.0,2.0,6.0,1.0,7,Chennai,Orient Green,454,8.8,3995.2
32911,8,18.0,0.0,16.0,7.0,11,Hyderabad,Guj Ind Power,489,8.4,4107.6
32912,23,23.0,3.0,6.0,1.0,8,Ratnagiri,Ringfeder Power Transmission India Pvt. Ltd.,489,7.4,3618.6
32913,22,23.0,0.0,6.0,12.0,11,Dahej,Reliance Energy,457,7.6,3473.2
32914,21,22.0,1.0,17.0,1.0,9,Nagpur,Kalpataru Power,626,8.9,5571.400000000001
32915,20,23.0,2.0,8.0,1.0,9,Kolkata,SJVN Ltd.,531,8.7,4619.7
32916,6,19.0,0.0,21.0,1.0,12,New Delhi,Kalpataru Power,585,8.5,4972.5
32917,13,23.0,3.0,10.0,1.0,5,Gurgaon,Reliance Power,585,8.3,4855.5
32918,11,23.0,2.0,16.0,1.0,4,Hyderabad,L&T Transmission & Distribution,605,8.4,5082.0
32919,14,23.0,0.0,13.0,1.0,12,Kolkata,Torrent Power Ltd.,386,8.7,3358.2
32920,11,22.0,0.0,16.0,12.0,3,Hyderabad,Power Grid Corp,581,8.4,4880.400000000001
32921,14,23.0,1.0,22.0,1.0,2,Pune,JSW Energy Ltd.,526,9.1,4786.599999999999
32922,22,22.0,2.0,20.0,1.0,4,Ahmedabad,NTPC Pvt. Ltd.,647,7.9,5111.3
32923,11,23.0,0.0,21.0,1.0,4,Pune,Reliance Energy,661,9.1,6015.099999999999
32924,13,22.0,3.0,18.0,1.0,4,Mumbai,Torrent Power Ltd.,549,9.2,5050.799999999999
32925,22,22.0,2.0,16.0,1.0,11,Pune,Power Grid Corp,728,9.1,6624.8
32926,9,17.0,1.0,12.0,1.0,7,Hyderabad,Adani Power Ltd.,435,8.4,3654.0
32927,15,23.0,1.0,19.0,1.0,12,Mumbai,JSW Energy Ltd.,609,9.2,5602.799999999999
32928,13,22.0,1.0,15.0,1.0,10,Dahej,Adani Power Ltd.,596,7.6,4529.599999999999
32929,13,23.0,0.0,18.0,12.0,11,Ahmedabad,SJVN Ltd.,592,7.9,4676.8
32930,12,22.0,1.0,17.0,1.0,9,Chennai,Jaiprakash Power,606,8.8,5332.8
32931,9,20.0,3.0,7.0,1.0,4,Faridabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",420,8.1,3402.0
32932,15,23.0,3.0,6.0,1.0,8,Dahej,Ringfeder Power Transmission India Pvt. Ltd.,478,7.6,3632.8
32933,9,21.0,1.0,15.0,1.0,9,Pune,KEC International,341,9.1,3103.1
32934,21,22.0,0.0,4.0,1.0,5,Mumbai,Torrent Power Ltd.,477,9.2,4388.4
32935,16,22.0,3.0,6.0,1.0,4,Noida,CESC,377,8.2,3091.4
32936,13,22.0,0.0,6.0,1.0,7,Gurgaon,KEC International,397,8.3,3295.1000000000004
32937,19,23.0,3.0,9.0,1.0,12,New Delhi,GE T&D India Limited,666,8.5,5661.0
32938,10,17.0,3.0,22.0,1.0,5,Ratnagiri,Bonfiglioli Transmission Pvt. Ltd.,666,7.4,4928.400000000001
32939,22,23.0,1.0,15.0,1.0,12,Nagpur,SJVN Ltd.,538,8.9,4788.2
32940,14,22.0,1.0,13.0,12.0,8,Mumbai,GE T&D India Limited,700,9.2,6439.999999999999
32941,15,23.0,3.0,4.0,12.0,12,Faridabad,Reliance Power,549,8.1,4446.9
32942,10,22.0,1.0,15.0,1.0,12,Vadodara,Tata Power Company Ltd.,495,7.8,3861.0
32943,23,23.0,1.0,14.0,1.0,11,New Delhi,Optibelt Power Transmission India Private Limited,545,8.5,4632.5
32944,7,21.0,1.0,16.0,1.0,2,Navi Mumbai,Optibelt Power Transmission India Private Limited,408,9.3,3794.4
32945,15,23.0,3.0,19.0,12.0,11,Shimla,JSW Energy Ltd.,684,7.7,5266.8
32946,18,23.0,3.0,9.0,1.0,1,Navi Mumbai,Sterlite Power Transmission Ltd,690,9.3,6417.000000000001
32947,18,22.0,3.0,15.0,1.0,9,Dahej,NLC India,521,7.6,3959.6
32948,22,22.0,0.0,13.0,1.0,1,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),623,8.9,5544.7
32949,9,17.0,0.0,9.0,1.0,10,Chennai,CESC,370,8.8,3256.0000000000005
32950,6,22.0,1.0,20.0,7.0,7,Ahmedabad,Jyoti Structure,690,7.9,5451.0
32951,15,23.0,3.0,21.0,1.0,8,New Delhi,Kalpataru Power,588,8.5,4998.0
32952,20,22.0,2.0,4.0,1.0,4,Pune,JSW Energy Ltd.,597,9.1,5432.7
32953,16,23.0,1.0,11.0,1.0,5,Shimla,Unitech Power Transmission Ltd.,542,7.7,4173.400000000001
32954,11,23.0,2.0,13.0,1.0,7,New Delhi,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,497,8.5,4224.5
32955,8,17.0,3.0,8.0,7.0,4,Ahmedabad,Power Grid Corp,439,7.9,3468.1000000000004
32956,18,23.0,3.0,5.0,1.0,12,Shimla,Power Grid Corp,572,7.7,4404.400000000001
32957,21,22.0,3.0,20.0,1.0,7,Kolkata,Indowind Energy,685,8.7,5959.499999999999
32958,9,20.0,0.0,7.0,7.0,10,Ratnagiri,Jyoti Structure,354,7.4,2619.6
32959,7,21.0,3.0,21.0,1.0,12,New Delhi,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,659,8.5,5601.5
32960,17,22.0,0.0,7.0,1.0,7,Pune,NLC India,515,9.1,4686.5
32961,7,20.0,3.0,10.0,1.0,7,Noida,NTPC Pvt. Ltd.,346,8.2,2837.2
32962,10,21.0,0.0,6.0,1.0,4,Dahej,L&T Transmission & Distribution,317,7.6,2409.2
32963,12,23.0,0.0,16.0,1.0,1,Navi Mumbai,Tata Power Company Ltd.,471,9.3,4380.3
32964,7,22.0,1.0,9.0,1.0,3,Navi Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),335,9.3,3115.5000000000005
32965,10,19.0,2.0,7.0,1.0,9,Pune,KEC International,482,9.1,4386.2
32966,18,23.0,2.0,17.0,1.0,2,Mumbai,Tata Power Company Ltd.,573,9.2,5271.599999999999
32967,17,22.0,2.0,18.0,1.0,10,Hyderabad,Power Grid Corp,499,8.4,4191.6
32968,5,21.0,3.0,6.0,1.0,8,Faridabad,NTPC Pvt. Ltd.,333,8.1,2697.3
32969,21,22.0,2.0,11.0,1.0,9,Ratnagiri,Optibelt Power Transmission India Private Limited,412,7.4,3048.8
32970,6,20.0,0.0,4.0,1.0,11,Vadodara,TransRail Lighting,193,7.8,1505.4
32971,17,23.0,1.0,4.0,1.0,7,Dahej,Sunil Hitech Eng,515,7.6,3914.0
32972,19,22.0,0.0,9.0,12.0,1,New Delhi,Indowind Energy,586,8.5,4981.0
32973,23,22.0,0.0,6.0,1.0,11,Vadodara,Reliance Power,557,7.8,4344.599999999999
32974,19,23.0,0.0,13.0,1.0,8,Shimla,Reliance Power,382,7.7,2941.4
32975,9,20.0,0.0,5.0,1.0,1,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,387,7.8,3018.6
32976,7,23.0,2.0,5.0,1.0,12,Hyderabad,TransRail Lighting,383,8.4,3217.2000000000003
32977,10,20.0,1.0,13.0,1.0,11,Nagpur,Neueon Towers / Sujana Towers Ltd.,556,8.9,4948.400000000001
32978,20,23.0,1.0,5.0,1.0,6,Gurgaon,Tata Power Company Ltd.,354,8.3,2938.2000000000003
32979,20,23.0,3.0,19.0,1.0,4,Dahej,Tata Power Company Ltd.,778,7.6,5912.799999999999
32980,23,22.0,1.0,16.0,12.0,12,Mumbai,Neueon Towers / Sujana Towers Ltd.,776,9.2,7139.2
32981,14,23.0,1.0,16.0,1.0,7,Pune,TransRail Lighting,565,9.1,5141.5
32982,22,23.0,2.0,13.0,1.0,6,Kolkata,Sterlite Power Transmission Ltd,503,8.7,4376.099999999999
32983,9,23.0,0.0,9.0,1.0,11,Vadodara,Unitech Power Transmission Ltd.,474,7.8,3697.2
32984,12,22.0,1.0,12.0,12.0,4,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,578,9.2,5317.599999999999
32985,18,22.0,2.0,13.0,1.0,7,Vadodara,CESC,442,7.8,3447.6
32986,18,22.0,3.0,13.0,1.0,3,Noida,Guj Ind Power,620,8.2,5084.0
32987,17,22.0,0.0,7.0,1.0,4,Vadodara,Bonfiglioli Transmission Pvt. Ltd.,313,7.8,2441.4
32988,18,23.0,2.0,18.0,1.0,2,Ratnagiri,Tata Power Company Ltd.,491,7.4,3633.4
32989,9,23.0,3.0,6.0,7.0,8,Kolkata,GE T&D India Limited,469,8.7,4080.3
32990,5,23.0,3.0,22.0,1.0,5,Pune,Bonfiglioli Transmission Pvt. Ltd.,613,9.1,5578.3
32991,11,22.0,2.0,9.0,1.0,3,Kolkata,NLC India,375,8.7,3262.4999999999995
32992,21,23.0,3.0,19.0,1.0,11,Gurgaon,Reliance Power,624,8.3,5179.200000000001
32993,7,23.0,2.0,21.0,1.0,4,New Delhi,Indowind Energy,690,8.5,5865.0
32994,5,21.0,2.0,6.0,7.0,1,Faridabad,Jyoti Structure,326,8.1,2640.6
32995,20,23.0,3.0,12.0,1.0,4,Chennai,Sterlite Power Transmission Ltd,530,8.8,4664.0
32996,11,22.0,0.0,9.0,12.0,10,Dahej,Sterlite Power Transmission Ltd,430,7.6,3268.0
32997,13,23.0,1.0,10.0,12.0,10,Gurgaon,KEC International,605,8.3,5021.5
32998,19,23.0,3.0,12.0,1.0,5,Hyderabad,Jyoti Structure,646,8.4,5426.400000000001
32999,7,22.0,0.0,20.0,1.0,9,Vadodara,NLC India,405,7.8,3159.0
33000,5,17.0,1.0,11.0,7.0,1,Chennai,Guj Ind Power,494,8.8,4347.200000000001
33001,21,22.0,0.0,21.0,1.0,5,Mumbai,Jyoti Structure,527,9.2,4848.4
33002,10,17.0,0.0,21.0,7.0,5,Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),443,9.2,4075.6
33003,21,22.0,1.0,14.0,1.0,12,Dahej,Power Grid Corp,681,7.6,5175.599999999999
33004,22,23.0,1.0,5.0,1.0,11,Gurgaon,Torrent Power Ltd.,343,8.3,2846.9
33005,10,22.0,1.0,14.0,7.0,10,Kolkata,Orient Green,667,8.7,5802.9
33006,6,20.0,3.0,3.0,1.0,9,New Delhi,Neueon Towers / Sujana Towers Ltd.,353,8.5,3000.5
33007,22,22.0,0.0,19.0,12.0,11,Shimla,Torrent Power Ltd.,774,7.7,5959.8
33008,8,21.0,3.0,4.0,1.0,6,Noida,GE T&D India Limited,437,8.2,3583.4
33009,20,22.0,1.0,10.0,12.0,11,Vadodara,Torrent Power Ltd.,466,7.8,3634.8
33010,12,23.0,0.0,14.0,1.0,3,Chennai,KEC International,609,8.8,5359.200000000001
